lockitver|DO NOT DELETE THIS LINE! Tradução PTBR - 2015-2021 - by Cláudio Vieira e Evandro Neto
dlga_lord_give_conclude:lord_give_conclude_2|{s41}
dlga_lord_give_conclude_2:close_window.1|Que assim seja, {s0}. Que todos os meus vassalos sejam tão valentes e leais como você.
dlga_lord_give_conclude_2:close_window.2|Tenho depositado grandes esperanças em você, {playername}. Sei que mostrará ser dign{o/a} dessa confiança.
dlga_lord_ask_enter_service:lord_enter_service_swear|Ei, boa manobra, {playername}! Servindo-me lealmente, {um homem/uma mulher} a meu serviço pode tornar-se rico e poderoso, e nossos inimigos... bem, nossos inimigos cairão como o trigo ante uma foice. No entanto, para entrar a meu serviço, você antes deve renunciar a todos os juramentos e vínculos que tem e jurar servir apenas o {s5}.
dlga_lord_enter_service_swear:lord_enter_service_swear_accepted|Assim juro, {s65}.
dlga_lord_enter_service_swear:lord_enter_service_swear_denied|Preciso de tempo para pensar nisso.
dlga_lord_enter_service_swear_denied:close_window|Está tirando sarro de mim? Não tenho tempo para jogos, {playername}. Decida-se já e pare de desperdiçar meu tempo.
dlga_lord_enter_service_swear_accepted:lord_enter_service_swear_accepted_2|Nesse caso, é um prazer para mim recebê-lo a serviço de minha casa. A partir deste dia, {playername}, você será {um soldado/uma soldado} do {s5}, com todas as obrigações e privilégios que isto implica.
dlga_lord_enter_service_swear_accepted_2:close_window|Encarrego-lhe de rastrear e destruir as forças de nossos inimigos onde quer que as encontre. Além disso, de vez em quando terei tarefas especiais para lhe atribuir, assim como para outros dos meus vassalos. Sirva bem, lute bravamente, e honre seus juramentos. Isto é o que lhe permitirá chegar longe, se deseja a ascensão. Que Deus nos conceda longas vidas e muitas vitórias para celebrar neste salão!
dlga_lord_ask_leave_service:lord_ask_leave_service_verify|Hum. Acaso seu juramento tornou-se um fardo, {playername}? Solicitar a revogação do juramento de homenagem não é algo habitual, mas por respeito a seu bom serviço, não o manterei se realmente deseja libertar-se dele. Saiba que sentiremos sua falta.
dlga_lord_ask_leave_service:lord_ask_leave_service_verify.1|Renunciar ao juramento? Hum, talvez seja o melhor... No entanto, {playername}, você deve ter a certeza de que é isso o que deseja. Esta não é uma decisão que possa ser tomada apressadamente.
dlga_lord_ask_leave_service_verify:lord_ask_leave_service_2|É algo que devo fazer, {s65}.
dlga_lord_ask_leave_service_verify:lord_ask_leave_service_giveup|Tem razão, {s65}. Meu lugar é aqui.
dlga_lord_ask_leave_service_giveup:lord_pretalk|Fico feliz em ouvir isso, {playername}. Espero que de agora em diante retire esses pensamentos indignos de sua mente.
dlga_lord_ask_leave_service_2:lord_ask_leave_service_verify_again|Diz isso com plena convicção? Tenha em mente que se abandonar seu serviço para comigo, terá que devolver-me todos os feudos que gerencia em meu nome.
dlga_lord_ask_leave_service_verify_again:lord_ask_leave_service_3|Sim, {s65}.
dlga_lord_ask_leave_service_verify_again:lord_ask_leave_service_giveup|Claro que não, {s65}. Eu sempre serei seu vassalo fiel.
dlga_lord_ask_leave_service_3:lord_ask_leave_service_end|Como quiser. Pela presente situação, declaro seus juramentos nulos e revogados. Você já não dispõe de terras e títulos em meu nome, e o liberto das obrigações para com minha casa. Está livre, {playername}.
dlga_lord_ask_leave_service_end:lord_ask_leave_service_end_2|Obrigado, senhor. Foi uma honra servi-lo.
dlga_lord_ask_leave_service_end:lord_ask_leave_service_end_2.1|Meus agradecimentos. É bom sentir-se {um homem livre/livre} de novo.
dlga_lord_ask_leave_service_end_2:close_window|Então, adeus, {playername}, e que a sorte esteja com você.
dlga_lord_active_mission_1:lord_lend_companion_end|Oh, você quer que eu lhe devolva seu companheiro? Entendo...
dlga_lord_active_mission_1:lord_pretalk|{playername}, peço-lhe paciência, ainda preciso de seu companheiro. Por favor, volte mais tarde, quando as coisas se acalmarem um pouco.
dlga_lord_active_mission_1:lord_active_mission_2|Sim, tem feito progressos?
dlga_lord_active_mission_2:lord_generic_mission_thank|Certamente. Eu lhe trouxe {reg1} {s1} como prisioneiros.
dlga_lord_active_mission_2:capture_enemy_hero_thank|Oh, claro! Capturei um nobre do {s13} para você.
dlga_capture_enemy_hero_thank:capture_enemy_hero_thank_2|Muito obrigado, {meu amigo/minha amiga}. Ele nos será muito útil para chegar a um acordo, você fez um grande trabalho. Por favor, aceite estes {reg5} denares por sua ajuda.
dlga_capture_enemy_hero_thank_2:lord_pretalk|Com muito gosto, {s65}.
dlga_capture_enemy_hero_thank_2:lord_pretalk.1|Não foi nada.
dlga_capture_enemy_hero_thank_2:lord_pretalk.2|Da próxima vez, encarregue-me de algo mais difícil.
dlga_lord_active_mission_2:lord_raise_troops_thank|Claro! Treinei {reg1} {s13}. Pode levá-los com você.
dlga_lord_raise_troops_thank:lord_raise_troops_thank_2|Esses homens podem ser justo o que eu precisava para meus planos, {playername}. Estou certo de que você os treinou bem. Receba meus agradecimentos e louvor.
dlga_lord_raise_troops_thank_2:lord_pretalk|Bem, os rapazes agora estão sob as suas ordens, senhor. Estou cert{o/a} de que cuidará bem deles.
dlga_lord_active_mission_2:lord_raise_peasants_thank|De fato. Recrutei {reg1} {s13}. Você pode te-los.
dlga_lord_raise_peasants_thank:lord_raise_peasants_thank_2|O lugar já parece melhor, {playername}. E eles também parecem bastante robustos. Sem morrer do fluxo sangrento por essas belezas! Meus agradecimentos e cumprimentos a você.
dlga_lord_raise_peasants_thank_2:lord_pretalk|Bem, eles são seus agora, senhor. Tenho certeza que você vai cuidar bem deles.
dlga_lord_active_mission_2:lord_deliver_wine_thank|De fato. Eu trouxe os {reg5} barris de vinho para você.
dlga_lord_deliver_wine_thank:lord_deliver_wine_thank_2|Excelente! Meus cumprimentos a você, {playername}. Eu convidaria você para ficar, mas pode haver senhoras presentes, e não queremos que você as assuste. A porta é por ali.
dlga_lord_deliver_wine_thank_2:lord_pretalk|Feliz em ajudar, tenho certeza.
dlga_lord_active_mission_2:lord_kill_elites_thank|De fato. Matei todos eles. 
dlga_lord_kill_elites_thank:lord_kill_elites_thank_2|Boas notícias, {playername}. Isso deve enviar uma mensagem para qualquer pessoa com ideias semelhantes. Meus agradecimentos e cumprimentos a você. Por favor, aceite este pequeno símbolo de minha gratidão como sua recompensa.
dlga_lord_kill_elites_thank:lord_kill_elites_thank_2.1|Boas notícias, {playername}. Isso deve enviar uma mensagem para qualquer pessoa com ideias semelhantes. Meus agradecimentos e cumprimentos a você. Por favor, aceite este pequeno símbolo de minha gratidão como sua recompensa. Ah, vejo que você não pode espaço para levar. Não se preocupe, vou enviar para você via mensageiro no próximo dia ou dois.
dlga_lord_kill_elites_thank_2:lord_pretalk|Obrigad{o/a}, meu senhor. Estou muito honrad{o/a}.
dlga_lord_active_mission_2:lord_collect_taxes_success|Aqui estão todos os impostos de {s3}. Somam {reg19} denares.
dlga_lord_active_mission_2:lord_collect_taxes_half_success|Aqui estão os impostos de {s3}. Somam {reg19} denares.
dlga_lord_active_mission_2:lord_collect_taxes_fail|Infelizmente uma revolta foi declarada enquanto eu coletava os impostos. Só pude arrecadar {reg19} denares.
dlga_lord_collect_taxes_success:lord_pretalk|Bom trabalho, {playername}, muito bem feito! Você realmente era {o homem/a pessoa} ideal para este trabalho. Tinha lhe prometido um quinto dos impostos, o que significa {reg21} denares. Se me der {reg20} denares, poderá ficar com a diferença. Um benefício para ambos, não?
dlga_lord_collect_taxes_half_success:lord_pretalk|O quê?! Este é um dos seus truques, {playername}? Isso não é nem a metade do que me devem! Você permitiu que eles saíssem impunes com assassinatos e levassem meu dinheiro também. Que farsa é essa? Pode esquecer do dinheiro que lhe prometi. Vou ficar com os {reg20} denares do que você arrecadou, e agradeça que honrosamente estou deixando-lhe alguma moeda.
dlga_lord_collect_taxes_fail:lord_pretalk|Deus, você nos meteu em um banho de sangue, {playername}. Isso ficaria muito feio se eu não tomasse medidas imediatas. Suponho, é claro, que não espere qualquer recompensa por seu fracasso. Entregue-me meus {reg19} denares, por favor, e acabemos assim com nossos negócios.
dlga_lord_active_mission_2:lord_hunt_down_fugitive_success|Encontrei {s4} escondido em {s3} e apliquei sua punição.
dlga_lord_active_mission_2:lord_hunt_down_fugitive_fail|Temo que ele tenha escapado.
dlga_lord_hunt_down_fugitive_success:lord_hunt_down_fugitive_success_2|E vamos nos sair muito melhor sem ele! Obrigado, {playername}, por ter removido este espinho do meu pé. É bom saber que podemos confiar em você para lidar com estes assuntos que requerem um certo toque. Eu prometi uma recompensa, e uma recompensa você terá. São 300 denares, nenhuma moeda a menos!
dlga_lord_hunt_down_fugitive_success_2:lord_hunt_down_fugitive_reward_accept|Eu aceito o dinheiro, {s65}. Obrigad{o/a}.
dlga_lord_hunt_down_fugitive_success_2:lord_hunt_down_fugitive_reward_reject|É um dinheiro manchado de sangue. Não posso aceitá-lo.
dlga_lord_hunt_down_fugitive_reward_accept:lord_pretalk|Naturalmente, {playername}. Aqui está. Mais uma vez, obrigado por livrar-me desse {s43}.
dlga_lord_hunt_down_fugitive_reward_reject:lord_pretalk|Você é {um homem/uma mulher} para quem a justiça é a própria recompensa, hein? Como queira, {playername}, como queira. Um sentimento nobre, devo admitir. Em todo caso, obrigado por livrar-me desse {s43}.
dlga_lord_hunt_down_fugitive_fail:lord_pretalk|É triste que {s43} tenha conseguido escapar da justiça mais uma vez. Pensei que você seria capaz de fazer isto, {playername}. Claramente, eu estava equivocado.
dlga_lord_active_mission_2:lord_active_mission_3|Ainda estou realizando-a.
dlga_lord_active_mission_2:lord_mission_failed|Temo que não poderei realizar esta missão.
dlga_lord_active_mission_3:lord_pretalk|Muito bem. Lembre-se, estou contando com você.
dlga_lord_mission_failed:lord_pretalk|{s43}
dlga_lord_suggets_attack_enemy_castle3:lord_pretalk|Isso poderia ser viável. Muito bem, atacaremos {s1}.
dlga_lord_propose_mercenary:lord_mercenary_service|Sabe, {playername}, eu me comprometi com o {s10} de contratar uma companhia de mercenários para uma futura campanha.
dlga_lord_mercenary_service:lord_mercenary_service_reject|Não estou interessado, obrigado.
dlga_lord_mercenary_service:lord_mercenary_service_accept|Sim, eu me unirei ao {s9}.
dlga_lord_mercenary_service:lord_mercenary_elaborate_pay|Estou interessado. Por favor, continue...
dlga_lord_mercenary_service_accept:lord_mercenary_service_verify|Perfeito. Naturalmente, você terá que fazer uma declaração formal de sua lealdade e prestar juramento de que sua companhia permanecerá a serviço do {s9} durante um período mínimo de um mês.
dlga_lord_mercenary_service_verify:lord_mercenary_service_verify_2|Como queira. Seus inimigos são meus inimigos.
dlga_lord_mercenary_service_verify:lord_mercenary_service_reject|Pensando bem, esqueça.
dlga_lord_mercenary_service_verify_2:lord_mercenary_service_accept_3|Isso basta. Você tomou a decisão certa, {meu amigo/minha amiga}. O {s9} é generoso com os guerreiros que demonstram sua lealdade, você receberá muitas recompensas por seu serviço.
dlga_lord_mercenary_service_accept_3:lord_pretalk|Agora, sugiro que se prepare para uma campanha difícil. Treine e equipe seus soldados o melhor que puder e responda rapidamente quando {o/a} convocarmos.
dlga_lord_mercenary_service_reject:lord_pretalk|Lamento muito ouvir isso. Você não encontrará lugar melhor que o {s9}, eu lhe garanto.
dlga_lord_mercenary_elaborate_pay:lord_mercenary_elaborate_1|Posso oferecer-lhe um contrato por um mês. Ao término desse período, ele pode ser prorrogado mês a mês. Será paga uma soma inicial de {reg12} denares para selar o contrato. Depois disso, receberá uns honorários do {s10} por semana, dependendo do número e da qualidade dos soldados de sua companhia. Você manterá seu direito de recolher os despojos do campo de batalha, assim como todo prisioneiro que fizer. A guerra pode ser muito proveitosa em certas ocasiões...
dlga_lord_mercenary_service_elaborate_duty:lord_mercenary_elaborate_1|Obrigações... Há apenas algumas, nenhuma delas difícil. A primeira é declarar sua fidelidade. Um juramento de lealdade à nossa causa. Uma vez feito isso, você será encarregad{o/a} de assumir certas responsabilidades. Participará em campanhas militares, assumirá aquelas obrigações que {o/a} confiarem da parte de seus comandantes, e sobretudo atacará os inimigos do nosso reino onde quer que estejam.
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_elaborate_duty|E minhas obrigações como mercenário?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_castle|Posso ficar com algum dos castelos que tomar?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_banner|Posso ondear meu próprio estandarte?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_pay|Quanto me pagará por meus serviços?
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_accept|Parece bom. Desejo servi-lo como mercenário.
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_reject|Perdoe-me, minha espada não é para alugar.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1|Apenas meus leais vassalos podem ter suas próprias terras e castelos dentro do meu reino, e todos os meus vassalos são homens. Não estou inclinado a me afastar dessa tradição sem uma boa razão. Se provar seu valor em batalha, você poderá fazer um juramento de lealdade a mim e se tornar meu vassalo. E poderemos então discutir como você pode obter um castelo.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1.1|Humm... Apenas os leais vassalos do {s10} podem possuir terras e castelos. Enquanto os {s0} às vezes aceitam vassalagem de homens que provem seu valor em batalha e os concede terras, eu nunca ouvi falar de um {s1} que concedeu feudos a mulheres. É melhor discutir essas questões com {reg0?a própria:o próprio} {s10}.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1.2|Apenas meus leais vassalos podem possuir terras e castelos em meu reino. Não se pode confiar tal responsabilidade a um mercenário. No entanto, depois de me servir durante um tempo, poderá render-me homenagem e ser meu vassalo. Então será recompensado com um feudo.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1.3|Apenas os leais vassalos do {s10} podem possuir terras e castelos. Entenda isso, não se pode confiar tal responsabilidade a um simples mercenário. No entanto, depois de servi-lo durante um tempo, você poderá render homenagem ao {s10} e ser seu vassalo. Então poderia ser recompensado com um feudo.
dlga_lord_mercenary_elaborate_banner:lord_mercenary_elaborate_1|Apenas meus nobres vassalos têm a honra de portar seus próprios estandartes. No entanto, quando levar um tempo a meu serviço, poderá ganhar a oportunidade de jurar-me lealdade e tornar-se parte de meus vassalos, obtendo o direito de escolher seu próprio estandarte e ir para a batalha com ele.
dlga_lord_mercenary_elaborate_banner:lord_mercenary_elaborate_1.1|Apenas os nobres vassalos do {s10} têm a honra de portar seus próprios estandartes. No entanto, após um tempo realizando tarefas de mercenário, talvez você possa ganhar a oportunidade de jurar lealdade ao {s10} e tornar-se parte de seus vassalos, obtendo o direito de escolher seu próprio estandarte e ir para a batalha com ele.
dlga_lord_request_mission_ask:lord_pretalk|Você ainda não terminou o último trabalho que lhe encarreguei, {playername}. Deveria concentrar-se nele, não ficar me pedindo outras tarefas.
dlga_lord_request_mission_ask:lord_pretalk.1|Não tenho mais trabalhos para você neste exato momento.
dlga_lord_request_mission_ask:lord_tell_mission|Um trabalho?
dlga_lord_request_mission_ask:lord_pretalk.2|Milady, conforme dita a tradição para cortejar a uma dama, deveria estar oferecendo-lhe meus melhores dotes. Infelizmente, agora disponho de pouco tempo, por isso humildemente rogo que admita esta declaração de estima em seu lugar.
dlga_lord_tell_mission:lord_tell_mission_sworn_vassal|Existem algumas questões de menor importância que devo resolver, mas seria mais apropriado dá-las a um de meus próprios homens, não a um vassalo do reino.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk|Se está preparad{o/a} para agir contra os nossos inimigos, você pode juntar-se ao ataque em {s4}. O inimigo pode contra-atacar na tentativa de nos repelir, por isso é importante que levemos o máximo de homens possível.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk.1|Se está preparad{o/a} para agir contra os nossos inimigos, deveria tentar ir para {s4}. Recebemos notícias de que há uma força do {s5} nesta área, por isso eu mesmo estou me dirigindo para lá. Mas claro, não tenho como garantir que nossos inimigos estarão lá quando você chegar.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk.2|Se está preparad{o/a} para agir contra os nossos inimigos, deveria tentar ir para {s4}. Recebemos notícias de que há uma força do {s5} nesta área. No momento não posso ir até lá pessoalmente, mas outros poderão ir. Mas claro, não tenho como garantir que nossos inimigos estarão lá quando você chegar.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk.3|Se surgir uma tarefa digna de você, no entanto, pode ser que {o/a} convoquemos mais tarde.
dlga_lord_tell_mission:destroy_lair_quest_brief|Sim, há algo que você pode fazer por nós. Recebemos informações de que um grupo de {s4} estabeleceram sua guarida nesta área e estão atacando os viajantes. Se puder encontrar esse esconderijo e destruí-lo, nós seremos muito gratos.
dlga_lord_tell_mission:lord_mission_rescue_prisoner|Meu {s11}, o {s13}, foi tomado prisioneiro pelo {s14} do {s15}. Normalmente, nós nobres honrados dotamos nossos prisioneiros de sangue azul com o privilégio da liberdade condicional, e os tratamos como hóspedes de honra enquanto mantêm sua palavra de não tentar escapar até que o resgate apropriado seja acordado. Mas o {s14}, em vez de dar ao {s13} a liberdade condicional, o trancafiou em seu calabouço. Sem dúvida com a intenção de exigir-nos um resgate maior.
dlga_lord_mission_rescue_prisoner:lord_mission_rescue_prisoner_confirm|Precisamos de você para tirar meu {s11} do seu injusto cativeiro. Você está autorizado a pagar um resgate, de forma que cobriremos seus gastos até os 5000 denares. Se possui contatos dentro de {s24}, você deveria usá-los para tirá-lo de lá. Ou, igualmente, pode tentar uma infiltração direta... dirigir-se ao carcereiro, tomar-lhe as chaves pela força e depois lutar para sair. Você pode fazer isto por nós?
dlga_lord_mission_rescue_prisoner_confirm:lord_mission_rescue_prisoner_accepted|Posso tentar.
dlga_lord_mission_rescue_prisoner_confirm:lord_mission_rescue_prisoner_rejected|Creio que não posso ajudá-lo.
dlga_lord_mission_rescue_prisoner_rejected:close_window|Não seria uma tarefa simples. Talvez encontremos outro modo.
dlga_lord_mission_rescue_prisoner_accepted:lord_mission_rescue_prisoner_method|Somos extremamente gratos. Posso perguntar-lhe como tem pensado em proceder?
dlga_lord_mission_rescue_other_ideas:lord_mission_rescue_prisoner_method|Tem alguma outra ideia que queira discutir?
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_prisonbreak|Penso em entrar à força na prisão em {s24}, encontrar o {s13} e sair de lá lutando.
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_siege|Penso em tomar {s24} pela força.
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_planning_end|Já pensei o suficiente. É hora de agir!
dlga_lord_mission_rescue_prisoner_planning_end:close_window|Que os céus {o/a} protejam.
dlga_lord_mission_rescue_prisoner_method_prisonbreak:lord_mission_rescue_prisoner_method_prisonbreak_2|Discuti este plano com alguns dos meus homens. Um deles poderia entrar em {s24}, seja escondido ou abertamente, caminhar até o guarda da prisão e tentar tomar as chaves pela força. No entanto, isso pode ser difícil. A guarnição pode tardar em reagir, mas ainda assim, é provável que você se encontre lutando com uma meia dúzia ou mais inimigos de uma só vez, com pouco espaço para manobrar. Se conseguir derrotar esse primeiro grupo, provavelmente poderá sair de lá.
dlga_lord_mission_rescue_prisoner_method_prisonbreak_2:lord_mission_rescue_other_ideas|Talvez seja útil para você criar alguma distração, para desviar a atenção de parte da guarnição. Se você possui contatos nas aldeias próximas a {s24}, este pode ser o momento de dar-lhes alguma utilidade.
dlga_lord_mission_rescue_prisoner_method_siege:lord_mission_rescue_other_ideas|Bom, esse certamente é o método mais direto.
dlga_lord_tell_mission:lord_mission_deliver_message|Preciso enviar uma carta ao {s13}, que agora deve estar em {s4}. Se você estiver indo para lá, poderia entregá-la? A carta deve chegar em suas mãos dentro de trinta dias.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_accepted|Certamento, tenho intenção de passar por {s4}. Não seria nenhum problema.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected|Duvido que encontre o {s13} no prazo, {s65}. Seria melhor enviar outra pessoa.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected_rudely|Não sou garot{o/a} de recados. Contrate um mensageiro para essas trivialidades.
dlga_lord_mission_deliver_message_accepted:close_window|Agradeço-lhe, {playername}. Aqui está a carta e uma pequena quantia para cobrir suas despesas de viagem. Dê meus cumprimentos ao {s13} quando vê-lo.
dlga_lord_mission_deliver_message_rejected:lord_pretalk|Ah, tudo bem então. Bem, com certeza encontrarei outra pessoa.
dlga_lord_mission_deliver_message_rejected_rudely:lord_mission_deliver_message_rejected_rudely_2|Hum, é assim que responde a um educado pedido de um pequeno favor? Que atitude deplorável, {playername}. Não imaginei que você ficaria ofendido.
dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_rejected_rudely_3|Então você deverá saber de agora em diante.
dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_accepted|Perdoe minha impulsividade, {s65}. Entregarei sua carta.
dlga_lord_mission_deliver_message_rejected_rudely_3:close_window|Tudo bem. Me lembrarei disso.
dlga_lord_tell_mission:lord_mission_deliver_love_letter|Ah, o amor. Você já se apaixonou, {playername}? Eu me apaixonei por uma lady. Eu vi {s13} em um banquete não muito tempo atrás, e não pensei em mais nada desde então... Devo saber se ela sente o mesmo. Você vai entregar esta mensagem para mim?
dlga_lord_mission_deliver_love_letter:lord_mission_deliver_love_letter_accepted|Certamente, irei levar sua mensagem.
dlga_lord_mission_deliver_love_letter:lord_mission_deliver_love_letter_rejected|Duvido que verei {s13} tão cedo, {s65}. É melhor enviá-la por outra pessoa.
dlga_lord_mission_deliver_love_letter_accepted:lord_mission_deliver_love_letter1|Agradeço, {playername}. Er... há apenas um pequeno obstáculo. Não sou letrado e suspeito que esse tipo de coisa está além de mim. Você terá que me ajudar a escrever o bilhete. Hmmm, vamos ver. Como você acha que devo começar? Eu estava pensando, "Saudações, moça" ou "Meu amor, minha querida, estou faminto de desejo por você".
dlga_lord_mission_deliver_love_letter1:lord_mission_deliver_love_letter_2|Saudações, moça.
dlga_lord_mission_deliver_love_letter1:lord_mission_deliver_love_letter_2.1|Meu amor, minha querida, estou faminto de desejo por você.
dlga_lord_mission_deliver_love_letter1:lord_mission_deliver_love_letter_2.2|Er... que tal, minha querida lady, espero que esta carta a encontre bem.
dlga_lord_mission_deliver_love_letter_2:lord_mission_deliver_love_letter3|Excelente, gostei! Agora, o que vem a seguir?^"Não pude deixar de notar sua agitação no baile", "Sua frágil beleza excita meus desejos" ou "Admiro uma mulher com um pouco de carne nos ossos"?
dlga_lord_mission_deliver_love_letter3:lord_mission_deliver_love_letter_4|Não pude deixar de notar sua agitação no baile.
dlga_lord_mission_deliver_love_letter3:lord_mission_deliver_love_letter_4.1|Sua frágil beleza excita meus desejos.
dlga_lord_mission_deliver_love_letter3:lord_mission_deliver_love_letter_4.2|Admiro uma mulher com um pouco de carne nos ossos.
dlga_lord_mission_deliver_love_letter_4:lord_mission_deliver_love_letter5|Maravilhoso. Verdadeiramente uma obra-prima. E para concluir com chave de ouro?^Que tal, "Na verdade, eu amo você mais do que meu próprio cavalo." Não? Bem, que tal, "Sua beleza me deslumbra como o brilho do sol em um escudo inimigo." Ahhh, gosto desse.
dlga_lord_mission_deliver_love_letter5:lord_mission_deliver_love_letter_6|Na verdade, eu amo você mais do que meu próprio cavalo.
dlga_lord_mission_deliver_love_letter5:lord_mission_deliver_love_letter_6.1|Sua beleza me deslumbra como o brilho do sol em um escudo inimigo.
dlga_lord_mission_deliver_love_letter5:lord_mission_deliver_love_letter_6.2|Talvez, seu semblante nobre evoca um mistério sutil?
dlga_lord_mission_deliver_love_letter_6:close_window|Agradeço sua ajuda, {playername}. Aqui está a carta e algum dinheiro para cobrir suas despesas de viagem. Ha ha! Como ela pode resistir?
dlga_lord_mission_deliver_love_letter_rejected:lord_pretalk|Ah... tudo bem então. Bem, tenho certeza de que encontrarei outra pessoa.
dlga_lord_tell_mission:lord_mission_deliver_message.1|Preciso enviar uma carta à {s13} do {s15}, que agora deve estar em {s4}. Se você estiver indo para lá, poderia entregá-la? A carta deve chegar em suas mãos dentro de 40 dias.
dlga_lord_tell_mission:lord_mission_told|Há mais uma coisa... Minha {s17}, {s13}, vai visitar seus parentes em {s14}. A visita foi adiada várias vezes devido aos perigos do caminho, mas desta vez ela está inflexível e insiste em ir para lá. Assim, ao menos quero me assegurar de que estará bem protegida. Confio muito em você, {playername}, por isso agradeceria se pudesse escoltá-la até {s14} e assegurar de que ela chegue sã e salva.
dlga_lord_tell_mission:lord_mission_deal_with_bandits_told|Um grupo de bandidos se refugiaram na minha aldeia de {s15}. Estão devastando as fazendas nos arredores, enriquecendo à custa dos meus impostos e engordando graças ao meu gado. Eu adoraria chegar até lá e dar-lhes uma lição, mas agora estou muito ocupado, então não posso fazer nada a respeito.
dlga_lord_mission_deal_with_bandits_told:lord_mission_deal_with_bandits_accepted|Não se preocupe, posso ir a {s15} e me livrar daqueles miseráveis por você.
dlga_lord_mission_deal_with_bandits_told:lord_mission_deal_with_bandits_rejected|Terá que buscar ajuda em outro lugar, eu já tenho muitas ocupações.
dlga_lord_mission_deal_with_bandits_accepted:close_window|Você faria isso? Saiba que eu ficaria muito grato. Aqui tem um pouco de dinheiro para cobrir os custos da sua campanha. Dê um castigo exemplar a esses {s43}s.
dlga_lord_mission_deal_with_bandits_rejected:lord_pretalk|Ah... Muito bem. Nesse caso, esqueça o que acabei de dizer.
dlga_lord_tell_mission:lord_tell_mission_raise_troops|Nenhum lorde deveria ter que admitir isto, {playername}, mas estava inspecionando meus soldados outro dia e há homens que não sabem de que lado se segura a espada. {s43} Você é {um guerreiro renomado/uma guerreira renomada}, {playername}. Treinaria algumas tropas para mim? Eu lhe agradeceria...
dlga_lord_tell_mission_raise_troops:lord_tell_mission_raise_troops_2|De quantos homens precisa?
dlga_lord_tell_mission_raise_troops_2:lord_mission_raise_troops_told|Se puder reunir {reg1} {s14} e trazê-los para mim, provavelmente será o suficiente.
dlga_lord_mission_raise_troops_told:lord_mission_raise_troops_accepted|Naturalmente, {s65}. Dê-me {reg1} recrutas e os treinarei até serem {s14}.
dlga_lord_mission_raise_troops_told:lord_mission_raise_troops_rejected|Não tenho tempo para treinar ninguém.
dlga_lord_mission_raise_troops_accepted:close_window|Você me aliviará de um peso, {playername}. Direi a meus sargentos que lhe enviem os recrutas e os ponham às suas ordens. Além disso, lhe darei um adiantamento para ajudar com os gastos. Tome, esta bolsa deve ser suficiente. Obrigado por sua ajuda.
dlga_lord_mission_raise_troops_rejected:lord_pretalk|Oh, claro. Já esperava por isso. Bem, pois que tenha boa sorte.
dlga_lord_tell_mission:lord_mission_raise_peasants|Puta que pariu! Veja o estado deste lugar! E pensar que pago aos meus criados um denar por mês por isso. Ou pelo menos eu fiz até que todos morreram de peste. Pagarei bem se você me encontrar {reg1} {s14} para substituí-los.
dlga_lord_mission_raise_peasants:lord_mission_raise_peasants_accepted|Mas é claro, {s65}. Vou recrutar as pessoas certas imediatamente.
dlga_lord_mission_raise_peasants:lord_mission_raise_peasants_rejected|Estou muito ocupad{o/a} para sair por aí recrutando camponeses.
dlga_lord_mission_raise_peasants_accepted:close_window|Você tirou um peso dos meus ombros, {playername}. Não aguento mais a poeira em torno deste lugar. Garotas bonitas e saudáveis devem fazer esse trabalho. E como prova de boa fé, vou lhe dar o dinheiro agora. Aqui, esta bolsa deve servir. obrigado pela ajuda.
dlga_lord_mission_raise_peasants_rejected:lord_pretalk|Ah, claro. Eu esperava isso. Bem, boa sorte para você então.
dlga_lord_tell_mission:lord_mission_deliver_wine|Pode haver algo em que você possa me ajudar... Vou dar um banquete para meus companheiros senhores em cinco dias. Os tolos insasiáveis bebem como malditos peixes, então preciso de mais vinho. Suspeito que minhas adegas nunca poderiam conter o suficiente, no entanto {reg1} barris devem bastar. Você pode ajudar?
dlga_lord_mission_deliver_wine:lord_deliver_wine_mission_accept|Então eu irei e encontrarei o vinho que você precisa.
