str_no_string|NO STRING!
str_political_philosophy_pitiless|Os homens sempre tentam enganar os outros sobre seus deveres. Neste mundo sem fé, cada um deve manter-se alerta sobre seus próprios direitos.
str_political_philosophy_cunning|Bom, vivemos em um mundo duro e temos de enfrentar decisões difíceis. Às vezes um lorde tem que servir a um tirano para manter a paz, mas em algumas ocasiões um pouco de rebeldia conserva a honestidade dos reis. Tudo depende das circunstâncias.
str_political_philosophy_sadistic|Minha filosofia é simples: melhor ser lobo do que ser cordeiro.
str_political_philosophy_goodnatured|Bom, você deve manter-se firme em seus fins, enquanto não cause injustiças nos outros. Às vezes é difícil equilibrar ambas as coisas. Mantenha perto suas pessoas de confiança e creio que dificilmente se equivocará muito.
str_political_philosophy_upstanding|Os reinos e os feudos foram estabelecidos para manter a paz e evitar a guerra de todos contra todos... mas isso não deve sempre nos cegar diante da possibilidade de injustiças.
str_political_philosophy_roguish|Hmmm... Creio que estou começando a pensar que é bom ser um nobre importante.
str_political_philosophy_benefactor|Um bom governante deve assegurar de que todos sejam tratados com justiça. Pessoalmente, tenho intenção de utilizar minha autoridade para melhorar a sorte dos que vivem em minha sucessão.
str_political_philosophy_custodian|Um bom governante deve criar as condições apropriadas para que sua gente prospere. Pessoalmente, tenho intenção de utilizar minha riqueza para gerar mais riqueza, para mim e para o benefício de todos.
str_rebellion_prior_argument_very_favorable|Já escutei alguns argumentos em favor de seu candidato ao trono e devo dizer que estou bastante de acordo.
str_rebellion_prior_argument_favorable|Já escutei alguns argumentos em favor de seu candidato ao trono e devo dizer que estou de acordo.
str_rebellion_prior_argument_unfavorable|Já escutei alguns argumentos em favor de seu candidato ao trono, mas não os acho convincentes.
str_rebellion_prior_argument_very_unfavorable|Já escutei alguns argumentos à favor de seu candidato ao trono, mas não estou de acordo com eles.
str_rebellion_rival_martial|{s49} seu aliado {s44} questionou minha honra e bravura. Não tenho muitas oportunidades de enfrentá-lo em batalha e fazer que se retrate de suas palavras.
str_rebellion_rival_quarrelsome|{s49} está trabalhando com {s44}. Ele é uma doninha astuta na qual não se pode confiar.
str_rebellion_rival_pitiless|{s49} parece que você procurou a ajuda de {s44}, que é brando, fraco, incapaz de governar um feudo e alguém a quem sempre detestei.
str_rebellion_rival_cunning|{s49} {s44}, que se uniu a sua causa, é teimoso e atrevido, e bastante desaconselhável.
str_rebellion_rival_sadistic|{s49} não tenho desejo algum de lutar junto a {s44}, com suas nauseantes demonstrações de virtude.
str_rebellion_rival_goodnatured|{s49} não sei se aceitaria estar do mesmo lado que {s44}, cuja reputação de crueldade é notória.
str_rebellion_rival_upstanding|{s49} em minha opinião seu aliado {s44} é perigoso, não se pode confiar nele e ele não tem princípios.
str_rebellion_argument_favorable|Respeito seus argumentos
str_rebellion_argument_neutral|Considero seus argumentos moderadamente certos
str_rebellion_argument_unfavorable|Não me parecem certos seus argumentos
str_rebellion_persuasion_favorable|você expõe seu caso eloquentemente
str_rebellion_persuasion_neutral|você expõe seu caso razoavelmente
str_rebellion_persuasion_unfavorable|sua exposição não é convincente
str_rebellion_relation_very_favorable|eu lhe tenho o maior dos respeitos.
str_rebellion_relation_favorable|eu lhe conheço e respeito.
str_rebellion_relation_neutral|não lhe conheço tanto como gostaria.
str_rebellion_relation_unfavorable|não confio em você.
str_and_comma_3|Além do mais, 
str_but_comma_3|No entanto, 
str_and_comma_1|, e 
str_but_comma_1|, mas 
str_and_comma_2|. Além disso, 
str_but_comma_2|. Contudo, 
str_rebellion_agree_martial|Tomei uma decisão. Apoiarei {s45} como legítimo herdeiro.
str_rebellion_agree_quarrelsome|Ahh, já pensei o suficiente. A verdade é que nunca gostei do {s46}. Vamos tomar seu trono!
str_rebellion_agree_pitiless|A sorte está do seu lado. Decidi me unir a você. Espero que não faça com que me arrependa...
str_rebellion_agree_cunning|Esta é uma decisão perigosa, mas após considerá-la cuidadosamente, decidi me unir a você. Esperemos que seja o melhor.
str_rebellion_agree_sadistic|Tomei uma decisão. Apoiarei {reg3?sua mulher:seu homem}, {s45}. Mas será melhor se assegurar de que eu receba minha recompensa por isso!
str_rebellion_agree_goodnatured|Muito bem. Creio que {reg3?sua mulher:seu homem} será {reg3?uma boa:um bom} líder. Eu {reg3?a:o} apoiarei.
str_rebellion_agree_upstanding|Que assim seja. Meu primeiro dever é para com o reino, e para evitar a anarquia apoiarei {s45} e renunciarei meu juramento para com o {s46}. Que os Céus me perdoem se eu estiver fazendo a coisa errada.
str_rebellion_refuse_martial|Lamento. A reclamação de {s45} é legítima, mas não é suficiente para renunciar o juramento que contraí com o {s46}. Serei leal a meu senhor.
str_rebellion_refuse_quarrelsome|Não. {reg3?Sua anjinha:Seu anjinho}, {s45}, não tem os requisitos necessários para governar este reino. Permanecerei fiel ao {s46}.
str_rebellion_refuse_pitiless|Não. Eu não vou me juntar à sua rebelião. Vejo isso como um pouco mais do que a birra de uma criança, sem uma bugiganga que {reg3?ela:ele} acha que deveria ser {reg3?dela:dele}. Vou ficar com {s46}, cuja capacidade de governar é bem testada.
str_rebellion_refuse_cunning|Sinto muito. Você não me dá motivos para ter confiança de que vai vencer. Muitos morrerão, mas não desejo estar entre eles. Vou continuar a voltar {s46}.
str_rebellion_refuse_sadistic|Não. Eu não vou jogar seu joguinho. Você segura uma coroa, mas acho que, em vez disso, fará uma viagem rápida ao cadafalso e estarei ao lado de {s46} para assistir a queda do machado do carrasco.
str_rebellion_refuse_goodnatured|Sinto muito. Não me sinto bem em virar as costas para {s46}. Sem ressentimentos quando me encontrar no campo de batalha.
str_rebellion_refuse_upstanding|Sinto muito. A reivindicação de {s45} não é forte o suficiente para que eu inflija a maldição da desordem civil aos pobres desgraçados desta terra. Vou continuar a voltar {s46}. Que os céus me perdoem se eu estiver errado.
str_talk_later_martial|Agora não é hora de falar de política! Estou aqui hoje com meus conterrâneos armados para a batalha. É melhor que se prepare para a luta.
str_talk_later_quarrelsome|Você espera que eu fale sobre trair meu senhor enquanto seu exército nos rodeia? Pensa que sou idiota?
str_talk_later_pitiless|Cuide de sua língua! O que tenho a dizer sobre o assunto não direi aqui e agora, quando estamos rodeados por nossos exércitos.
str_talk_later_cunning|Não é momento para discutir tal coisa. Talvez em outra ocasião e outro lugar, mas, por enquanto, continuamos sendo inimigos.
str_talk_later_sadistic|Você deve fechar a boca! Sabe o que aconteceria se outros vassalos me vissem falando com você sobre traição?
str_talk_later_goodnatured|Então você quer falar de rebelião comigo? Tente novamente quando não estivermos cercados pelo exército de meu senhor, e eu {o/a} escutarei.
str_talk_later_upstanding|Quaisquer que sejam meus pensamentos sobre a legitimidade da sucessão, não os discutirei aqui e agora. Se nos encontrarmos novamente em privado, escutarei o que tem a dizer. Mas por hora, considere-me seu inimigo.
str_gossip_about_character_default|Não há rumores recentes sobre a vida pessoal de {s6}.
str_gossip_about_character_martial|Dizem que {s6} ama a guerra acima de tudo.
str_gossip_about_character_quarrelsome|Dizem que {s6} quase chegou às mãos com outro lorde porque este último fez uma piada sobre seu nariz.
str_gossip_about_character_selfrighteous|Soube que {s6} mandou executar um escudeiro porque o pobre homem matou um cervo em suas florestas.
str_gossip_about_character_cunning|Dizem que {s6} é um oponente astuto.
str_gossip_about_character_sadistic|Dizem que {s6} se diverte torturando seus inimigos. Não gostaria de ter problemas com ele.
str_gossip_about_character_goodnatured|Dizem que {s6} é um bom homem que trata seus subordinados decentemente. Não se pode dizer o mesmo de muitos nobres.
str_gossip_about_character_upstanding|As pessoas afirmam que é bom estar a serviço de {s6}. Ele é bom com seus seguidores e os recompensa quando trabalham bem.
str_latest_rumor|O último rumor que escutei sobre {s6} foi: 
str_changed_my_mind_martial|No entanto, suas comoventes palavras me fazem reconsiderar minha posição.
str_changed_my_mind_quarrelsome|Mas creio que de todo modo você me envolveu nisto, bastardo. Estou ouvindo.
str_changed_my_mind_pitiless|Mas quando você suplicar, eu me dignarei a reconsiderar isto.
str_changed_my_mind_cunning|Mas já sabe, que você é um bastardo com um dom para a oratória. Isso me impressiona. Estou ouvindo.
str_changed_my_mind_sadistic|Mas como você tem uma dourada língua cantando uma bela canção em seu próprio nome, não descartarei a ideia por enquanto.
str_changed_my_mind_goodnatured|Mas você fez uma boa indicação, então tratarei de manter-me aberto a qualquer possibilidade.
str_changed_my_mind_upstanding|Contudo, você postulou sua reclamação de maneira muito eloquente. Estou escutando.
str_swadian_rebellion_pretender_intro|Sou Isolla, legítima rainha dos swadianos.
str_vaegir_rebellion_pretender_intro|Eu me chamo Valdym. Alguns me chamam de "O Bastardo". Sou o príncipe dos vaegires, mas por direito deveria ser seu rei, no lugar do meu primo Yaroglek.
str_khergit_rebellion_pretender_intro|Sou o Dustum Khan, filho do Janakir Khan, legítimo khan dos khergitas.
str_nord_rebellion_pretender_intro|Sou Lethwin, o Caçador-Distante, filho de Hakrim, o Velho, e deveria ser o rei dos nórdicos de Calradia.
str_rhodok_rebellion_pretender_intro|Sou Lorde Kastor, o legítimo rei dos rhodoks, que os libertará da tirania.
str_sarranid_rebellion_pretender_intro|Sou Arwa, conhecida também como a Pérola Única. Mãe dos sarranides e sua legítima rainha.
str_swadian_rebellion_pretender_story_1|Sou a única filha de meu pai, o rei Esterich. Embora eu seja mulher, ele me amava como a um filho e nomeou-me sua herdeira não uma, mas várias vezes diante dos grandes nobres da terra, para que ninguém duvidasse das suas intenções. Não há lei que impeça as mulheres de reinar... na verdade nós, os swadianos, temos lendas de rainhas guerreiras de tempos bem remotos.
str_vaegir_rebellion_pretender_story_1|Meu pai morreu quando eu era jovem, deixando-me a cargo de seu irmão, o regente Burelek. Mas em vez de reger até que me tornasse maior de idade, o usurpador utilizou seu poder para acusar minha mãe de adultério, dizendo que eu não era filho do meu pai. Ela foi executada por traição e eu fui declarado bastardo.
str_khergit_rebellion_pretender_story_1|O Sanjar Khan é meu irmão. Somos filhos do Janakir Khan, embora de mães diferentes. Apesar de ser o mais novo, todos aqueles que conheciam o velho Khan testemunharam que durante sua vida fui seu favorito, e que era a mim quem ele confiava as responsabilidades do governo. Sanjar só se ocupou de ir a banquetes e caçadas para ganhar a afeição dos comandantes mais dissolutos de meu pai.
str_nord_rebellion_pretender_story_1|Chamam-me de Caçador-Distante porque percorri grandes distâncias... até mesmo para os padrões nórdicos, em busca de sabedoria. Antes de atingir a maior idade, meu pai me enviou para estudar nas cortes e universidades de além dos mares. Se os nórdicos desejam autodenominar-se herdeiros do império de Calradia, então devem agir como tais e conhecer as leis e as letras, e não se contentar somente com a guerra, o saque e o álcool.
str_rhodok_rebellion_pretender_story_1|Os rhodoks são um povo livre, não escravos de um monarca hereditário. O rei deve ser eleito entre os nobres lordes da terra por um conselho composto pelos patrícios das cidades de Jelkala, Veluca e Yalen. O conselho se reúne em um campo próximo a Jelkala e nenhum homem pode aparecer armado durante as deliberações, sob castigo de pena de morte.
str_sarranid_rebellion_pretender_story_1|Nasci em uma terra distante, em uma família humilde, e fui feita escrava quando não era mais que uma menina... mas não há vergonha nisso, pois as mães de muitos dos nossos reis foram escravas. O antigo sultão, Ayzar, me viu nos bazares e ficou impressionado com minha beleza. Entrei em seu palácio, e lá ele também aprendeu a respeitar minha inteligência. À medida que eu ia crescendo, ele me permitia governar em seu lugar. Primeiro tive que cuidar dos assuntos do palácio, e logo depois lidar com os de todo o reino.
str_swadian_rebellion_pretender_story_2|Mas quando meu pai morreu, seu primo Harlaus convenceu os nobres de que nenhum rei swadiano em sua sã consciência nomearia uma mulher como herdeira. Harlaus disse que tal designação era um ato de loucura e, portanto, ilegal... e que ele, como parente mais próximo de meu pai, deveria assumir o trono.
str_vaegir_rebellion_pretender_story_2|Um servo leal me ajudou a escapar às escondidas, mas agora que tenho a idade suficiente, retornei para reclamar o que é meu por direito. Burelek morreu pouco depois desse ato desleal, castigado pelos Céus, sem dúvida. Seu filho Yaroglek se faz chamar "Rei", mas ele é um usurpador como seu pai e eu o farei descer do trono!
str_khergit_rebellion_pretender_story_2|Segundo os costumes khergitas, quando um homem morre, suas posses são repartidas entre todos os seus filhos de forma igualitária. Assim é também com o khanato. Quando ouvi as notícias da morte de meu pai, estava inspecionando nossas fronteiras, mas me apressei para ir a Tulga, pronto para dar a Sanjar o que lhe pertencia e compartilhar o khanato com ele. Mas quando cheguei, descobri que ele já havia criado sua corte com seus apoiantes, e que tinha autoproclamando-se único khan.
str_nord_rebellion_pretender_story_2|Meu pai morreu antes que eu terminasse meus estudos, no entanto, e quando voltava rapidamente a minha casa para reclamar seu trono, meu navio naufragou em uma tormenta. Um dos vassalos de meu pai, Ragnar, aproveitou a oportunidade para difundir rumores sobre minha morte. Reuniu todos os que o apoiavam e autoproclamou-se rei, consolidando seu poder nestes últimos anos.
str_rhodok_rebellion_pretender_story_2|Durante a última eleição haviam dois candidatos, eu e Lorde Graveth. Enquanto o conselho deliberava, Graveth apareceu, espada em mãos, dizendo que os swadianos estavam a ponto de assaltar o campo de deliberações - o que era verdade, a propósito – e que se ele não fosse proclamado rei ali mesmo, iria deixar todos à própria sorte.
str_sarranid_rebellion_pretender_story_2|Quando o Sultão Ayzar morreu, os emires do sultanato acharam conveniente que eu lhe sucedesse como governante, evitando assim qualquer risco de guerra civil. Insistiram, no entanto, que eu contraísse matrimônio com um dos seus generais, o Emir Baybak. Os emires se uniram então para prestar-nos seus juramentos de lealdade a ambos, para Baybak como comandante dos exércitos do sultanato e para mim como mãe do reino. Durante o breve período de tempo no qual governamos, nosso reino prosperou.
str_swadian_rebellion_pretender_story_3|Devo admitir que não ajudei minha causa quando amaldiçoei Harlaus e seus capangas e os tratei de traidores, mas também creio que os magistrados que votaram a seu favor estavam comprados. Não importa, reunirei meu próprio exército de gente leal, que honre a memória de seu antigo rei e sua legítima herdeira. E se alguém duvidar que uma mulher possa ostentar o poder, farei com que enxergue seu erro quando tomar a coroa de Harlaus.
str_vaegir_rebellion_pretender_story_3|Serei "O Bastardo" até que recupere meus legítimos direitos sobre os vaegires... para me lembrar do que devo fazer.
str_khergit_rebellion_pretender_story_3|Meu irmão acredita que os khergitas só respeitam a força: um líder que toma o que deseja quando deseja. Mas creio que ele se equivoca ao julgar o espírito de nossa gente. Admiramos os líderes resolvidos, mas admiramos mais os justos... e sabemos que um homem que não respeita o direito do seu irmão tampouco respeitará o de seus seguidores.
str_nord_rebellion_pretender_story_3|Por isso permaneço no exílio, embora agora não busque sábios de terras longínquas para me instruir... a não ser guerreiros que retornem comigo para a terra dos nórdicos a fim de recuperar meu trono. Se Ragnar duvida de minhas habilidades para governar, então que me diga isso frente a frente enquanto nos olhamos por cima dos nossos escudos. Um guerreiro pode ser letrado e um letrado pode ser guerreiro, e eu creio que só quem combina ambas habilidades pode ser rei!
str_rhodok_rebellion_pretender_story_3|Bom, Graveth venceu os swadianos e por isso, como rhodok, eu o agradeço. Quando for rei, eu mesmo colocarei os louros da vitória sobre sua cabeça. Mas depois disso, a separarei dos seus ombros, porque por suas ações ele se condenou como traidor à confederação de Rhodok e a seus sagrados costumes.
str_sarranid_rebellion_pretender_story_3|Mas desgraçadamente, Baybak acabou morto em uma escaramuça contra os khergitas. Se eu houvesse conseguido prever sua morte antes... poderia ter me preparado contra qualquer possível traição. Mas, infelizmente, Hakim, o traiçoeiro sobrinho de meu marido, cavalgou rápido até o palácio com seus homens e, ainda coberto pela poeira do campo de batalha, tirou-me do palácio a golpe de espada proclamando-se sultão. Por isso, agora penso em reunir um exército dos meus e... lhe devolverei o favor.
str_swadian_rebellion_monarch_response_1|Isolla acha que deve ser a rainha dos swadianos? Bom, o Rei Esterich tinha bom coração e adorava sua filha, mas um rei muito bondoso que não usa sua cabeça pode ser uma maldição para seu povo. Isolla pode contar-lhe histórias sobre rainhas guerreiras de antigamente, mas você também recordará que tais lendas sempre terminam da mesma forma, com os swadianos esmagados pelos exércitos do Imperador de Calradia.
str_vaegir_rebellion_monarch_response_1|Se Valdym viesse a mim em missão de paz, eu o cobriria de honras e títulos, convertendo-o em meu melhor vassalo. Mas como vem em missão de guerra, irei arrastá-lo em correntes e o obrigarei a reconhecer-me como legítimo soberano... e então cortarei sua língua para que não possa retirar suas palavras.
str_khergit_rebellion_monarch_response_1|Meu irmão Dustum talvez tenha lhe falado dos seus desejos de repartir o khanato, como se fôssemos um rebanho de ovelhas. Deixe-me dizer uma coisa. Desde que os khergitas se estabeleceram nestas terras, a morte de cada khan sempre teve o mesmo resultado: terras divididas e guerra entre irmãos, onde o mais forte levava tudo no final. Eu simplesmente tive a inspiração de não iniciar uma guerra civil.
str_nord_rebellion_monarch_response_1|Lethwin "Caçador-Distante"? Lethwin Dedos-de-Tinta, é melhor. Talvez já tenha escutado a expressão, "Desafortunada é a terra cujo rei é um menino". Desafortunada é também a terra cujo rei é um estudante. Você quer que os nórdicos sejam governados por um jovem ingênuo, cujas mãos sem calos nunca brandiram espada alguma e que não sabe o que é uma parede de escudos? Se Lethwin fosse rei, seus vassalos ririam dele na cara!
str_rhodok_rebellion_monarch_response_1|Sem dúvida Lorde Kastor lhe contou que profanei o sagrado costume rhodok, interferindo na votação dos patrícios. Bom, deixe-me dizer uma coisa. Os patrícios das cidades dão longos discursos sobre nossas liberdades ancestrais, mas logo elegem como rei o último nobre que tenha passado por suas casas para beber bom vinho e prometer que perdoaria seus impostos não pagos.
str_sarranid_rebellion_monarch_response_1|Nossos estudiosos há tempos concordam que há um princípio fundamental na política. Os homens devem aceitar a autoridade do soberano, porque a tirania é melhor que qualquer guerra civil. Essa foi a única razão pela qual aceitei a autoridade de Baybak e Arwa, a quem jurei fidelidade como co-governantes.
str_swadian_rebellion_monarch_response_2|Aqueles que choram pela desgraça de uma princesa swadiana a quem foi negado o trono deveriam refletir sobre o destino da camponesa swadiana raptada pelo salteador vaegir e conduzida aos mercados de escravos. Fale-me de rainhas e lendas quando nossos inimigos forem derrotados e nossas terras estiverem em paz.
str_vaegir_rebellion_monarch_response_2|O que meu pai fez para assegurar o trono não importa. Eu o herdei, e ponto. Se eu tivesse que prestar atenção a todas as reclamações anteriores, se todas as antigas heranças pudessem ser questionadas em qualquer momento, seria o fim da instituição monárquica e viveríamos em um estado de constante guerra civil.
str_khergit_rebellion_monarch_response_2|Dustum seria um bom conselheiro de multidões ou adjudicador de terras disputadas. Mas imagine um homem assim como khan... Nossos vizinhos nos expulsariam de nossas terras em um piscar de olhos e retornaríamos a nossa antiga vida de penúrias e frio na estepe.
str_nord_rebellion_monarch_response_2|O velho Hakim pode ter tido raras ideias sobre como legar seu reino, mas não é só o sangue real que cria reis para os nórdicos. Sou rei por aclamação de seus vassalos e por ser o mais forte. Isso conta mais que o sangue, e pobre do homem que ouse dizer o contrário nesta terra.
str_rhodok_rebellion_monarch_response_2|A única liberdade que importa a eles é a de engordar. Enquanto isso, meus homens dormem na estepe e comem pão duro e peixe salgado, olham para o horizonte em busca de aldeias arrasadas e derramam seu sangue para manter as rotas de comércio abertas. Veja o que digo: se alguma vez você ver um comerciante coxeando por uma flecha khergita ou por um corte swadiano, eu direi "Aqui existe um homem cuja opinião me interessa".
str_sarranid_rebellion_monarch_response_2|Você deve saber, no entanto, que Arwa não foi eleita como companheira de Baybak, nem por sua sabedoria nem por seu amor à justiça. Não. Ela acabou eleita porque era uma bruxa perversa, capaz de enfeitiçar os homens e transformá-los em valorosos nobres como Ayzar ou Baybak em pobres tolos sumidos no gaguejo e na fascinação à sua pessoa. Em todo caso, fui fiel a meu juramento e respeitei sua usurpação até o momento em que ele ficou invalidado pela morte de seu fantoche. Agora ela deve respeitar a mim.
str_courtship_comment_conventional_generic|goza de uma educação requintada
str_courtship_comment_adventurous_generic|parece bastante decente
str_courtship_comment_otherworldly_generic|é extremamente cortês e atencioso
str_courtship_comment_ambitious_generic|precisa de iniciativa, mas talvez isso possa ser corrigido
str_courtship_comment_moralist_generic|parece ser um homem de bom caráter
str_feast_description|escassa
str_feast_description_2|escassa
str_feast_description_3|apenas adequada
str_feast_description_4|suficiente
str_feast_description_5|abundante
str_feast_description_6|magnífica
str_feast_lengthy_description_1|A comida que você forneceu era insuficiente para seus convidados e seus séquitos, obrigando-os a comprar seus alimentos nos povoados próximos, que aproveitaram para inflacionar os preços. A opinião geral das pessoas presentes é que você não pôde cumprir com suas obrigações como anfitrião, reduzindo portanto a confiança em você e sua reputação em geral.
str_feast_lengthy_description_2|A comida e a bebida que você serviu esgotou-se com rapidez, obrigando que alguns convidados tivessem que ir comprar nos vendedores ambulantes, o bom foi que tiveram que enviar seus parentes para casa antes do previsto. Os nobres mais caridosos atribuem essas falhas mais à uma má planificação do que aos seus maus dotes como anfitrião, mas em qualquer caso, seu renome não foi favorecido.
str_feast_lengthy_description_3|O banquete que você serviu era adequado para seus nobres convidados, mas alguns dos plebeus de seus séquitos ficaram sem nada. Você está conseguindo fazer um renome como alguém que pelo menos conhece suas obrigações sociais como nobre.
str_feast_lengthy_description_4|Você providenciou comida e bebida suficientes, e com uma variedade suficiente, o que lhe honra. A comida e a bebida alegraram a língua de seus ilustres convidados, permitindo-lhes conversar com franqueza sobre os assuntos do reino e aprofundar assim sua confiança em você.
str_feast_lengthy_description_5|Você ofereceu um banquete excepcionalmente bem servido... não só para os nobres, mas também para seus séquitos, com alimentos de sobra para serem doados aos pobres. Seus convidados lhe elogiam por sua generosidade e por sua excelente compreensão das obrigações sociais que impõe sua nobre posição. As conversas, animadas pela comida e pela bebida, foram divertidas, servindo assim para estreitar os laços entre as pessoas presentes.
str_feast_lengthy_description_6|Todo o reino falará da generosidade de sua mesa durante os meses vindouros, pois seu banquete se tornou um valor de referência para festas posteriores. Você conseguiu encher o estômago não só dos seus convidados nobres e seus séquitos, mas também dos pobres que se aproximavam da porta.
str_psf_adjective|Facção do Jogador
str_kingdom_1_adjective|Swadiano
str_kingdom_2_adjective|Vaegir
str_kingdom_3_adjective|Khergita
str_kingdom_4_adjective|Nórdico
str_kingdom_5_adjective|Rhodok
str_kingdom_6_adjective|Sarranide
str_kingdom_8_adjective|Geroiano
str_credits_1|Mount&Blade: Warband Copyright 2008-2010 Taleworlds Entertainment
str_credits_2|Design do Jogo:^Armagan Yavuz^Steve Negus^Cem Cimenbicer
str_credits_3|Programação:^Armagan Yavuz^Cem Cimenbicer^Serdar Kocdemir^Ozan Gumus
str_credits_4|Artistas CG:^Ozgur Saral^Mustafa Ozturk^Pinar Cekic^Ozan Unlu^Yigit Savtur^Umit Singil
str_credits_5|Artista Conceitual:^Ganbat Badamkhand
str_credits_6|Roteiro:^Steve Negus^Armagan Yavuz^Ryan A. Span
str_credits_7|Música Original:^Jesse Hopkins
str_credits_8|Talento Vocal:^Tassilo Egloffstein
str_credits_9|Tutorial escrito por:^Steve Negus^Armagan Yavuz^Edward Spoerl^^^Animação de captura do movimento dos cavalos proporcionada por:^Richard Widgery & Kinetic Impulse^^^Física:^Havok^^^Biblioteca de programas de Som e Música:^FMOD Sound System by Firelight Technologies^^^Texturas de Skybox:^Jay Weston^^^Programação do fórum da TaleWorlds:^Brett Flannigan ^^^Administradores e moderadores do fórum da TaleWorlds.com:^Janus^Archonsod^Narcissus^Nairagorn^Lost Lamb^Deus Ex^Merentha^Volkier^Instag0^Ativan^ego^Guspav^Hallequin^Invictus^okiN^Raz^rejenorst^Skyrage^ThVaz^^^Sugestões e contribuições da comunidade de Mount&Blade:^A Mustang^adamlug^Adorno^alden^Alhanalem^amade^Anthallas^Alkhadias Master^Arch3r^Archevious^Arcas Nebun^Arcon^Arcturus^ares007^Arjihad^BadabombadaBang^Badun^BaronAsh^Berserker Pride^bgfan^bierdopjeee^Big Mac^Binboy^blink180heights^BlodsHammar^Bloid^Brandon^Brego^chenjielian^cifre^COGlory^Corinthian Hoplite^Crazed Rabbit^CryptoCactus^CtrlAltDe1337^Cuther^Da-V-Man^dimitrischris^dstemmer^EasyCo506^Egbert^ethneldryt^eudaimondaimon^Faranox^Fawzia dokhtar-i-Sanjar^Fei Dao^Gabeed^GeN76^General Hospital^GhosTR^glustrod^guspav^Halcyon^Harn^Hethwill^Highelfwarrior^HULKSMASH^Iberon^ignoble^Jack Merchantson^JoG^Jov^Kazzan^King Jonathan the Great^Kleidophoros^knight^Kong Burger^Kristiania^l3asu^Larkraxm^Leandro1021DX^lighthaze^Llew2^Lord Rich^lordum ediz^Lucke189^Mabons^MacPharlan^Madnes5^MagicMaster^Makh^ManiK^Manitas^Marin Peace Bringer^Martinet^MAXHARDMAN^Merlkir^miguel8500^Mithras^Moddan^Nate^Nemeo^Nite/m4re^noobalicous^Nord Champion^okiN^Orion^OTuphlos^Papa Lazarou^Phallas^Plazek^Prcin^PSYCHO78^PsykoOps^Reapy^Red River^Rhizobium^Riggea^Rongar^Ros^sadnhappy^Sarejo^ScientiaExcelsa^Scorch!^Seawied86^sebal87^shikamaru 1993^Shun^silentdawn^Sir Gowe^Skyrage^Slawomir of Aaarrghh^SoloSebo^SovietSoldier^Stabbing Hobo^Stratigos001^Styo^TalonAquila^test^The Yogi^Thundertrod^Thyr^Tim^Titanshoe^tmos^Toffey^Tonttu^Trenalok^Tronde^UberWiggett^Urist^Ursca^urtzi^Vermin^Viajero^Vincenzo^Vulkan^Warcat92^Welcome To Hell^Wheem^Wu-long^Yellonet^Yobbo^Yoshi Murasaki^Yoshiboy^Zyconnic^^^Mount&Blade Warband - Tradução ao Português:^Cláudio Vieira^^^Diplomacy 4.litdum - Tradução ao Português:^Evandro Neto^^^Agradecimentos especiais a Toby Lee por suas ideias e suas valiosas contribuições no sistema de combate.^...e a muitos, muitos outros fantásticos jogadores de Mount&Blade!^^(Esta é só uma pequena amostra dos jogadores que contribuíram para melhorar o jogo com suas sugestões e contribuições.^Esta lista foi elaborada escolhendo apenas alguns dos tópicos dos fóruns da Taleworlds.^Infelizmente, elaborar uma lista completa é quase impossível.^Pedimos sinceras desculpas se, apesar de ter contribuído com suas sugestões e contribuições, você não foi listado aqui, e saiba que nós somos gratos a todos da mesma forma...)
str_credits_10|Paradox Interactive^^Presidente e CEO:^Theodore Bergqvist^^Vice-presidente executivo:^Fredrik Wester^^Diretor financeiro chefe:^Lena Eriksson^^Finanças & Contabilidade:^Annlouise Larsson^^VP Vendas & Marketing US:^Reena M. Miranda^^VP Vendas & Marketing EU:^Martin Sirc^^Chefe de distribuição nórdica:^Erik Helmfridsson^^Diretor de PR & Marketing:^Susana Meza^^PR & Marketing:^Sofia Forsgren^^Gerente de Produto:^Boel Bermann
str_credits_11|Logotipo:^Jason Brown^^Arte de Capa:^Piotr Fox Wysocki^^Layout:^Christian Sabe^Melina Grundel^^Poster:^Piotr Fox Wysocki^^Mapa & Arte Conceitual:^Ganbat Badamkhand^^Edição do Manual:^Digital Wordsmithing: Ryan Newman, Nick Stewart^^Página Web:^Martin Ericsson^^Recursos de Marketing:^2Coats^^Localização:^S&H Entertainment Localization^^GamersGate:^Ulf Hedblom^Andreas Pousette^Martin Ericson^Christoffer Lindberg
str_credits_12|Obrigado a todos os nossos parceiros em todo o mundo, em particular a velhos parceiros como:^Koch Media (Alemanha & Grã-Bretanha)^Blue Label (Itália & França)^Friendware (Espanha)^New Era Interactive Media Co. Ltd. (Ásia)^Snowball (Rússia)^Pinnacle (Reino Unido)^Porto Editora (Portugal)^Hell-Tech (Grécia)^CD Projekt (Polônia, República Tcheca, Eslováquia & Hungria)^Paradox Scandinavian Distribution (Escandinávia)
str_multi_scene_1|Ruínas
str_multi_scene_2|Aldeia
str_multi_scene_3|Castelo Hailes
str_multi_scene_4|Fortaleza em ruínas
str_multi_scene_5|Cenário 5
str_multi_scene_6|Cenário 6
str_multi_scene_7|Campo ao lado do rio
str_multi_scene_8|Castelo Rudkhan
str_multi_scene_9|Aldeia nevada
str_multi_scene_10|Castelo Turin
str_multi_scene_11|Cidade nórdica
str_multi_scene_16|Assalto ao porto
str_multi_scene_17|Castelo Brunwud
